peptide_id,gene_id,transcript_id,genome,chromosome,start_pos,end_pos,strand,description,length
KRH07957,GLYMA_16G120900,KRH07957,Glycine_max_v2.0,16,26904371,26906679,-1,hypothetical protein,207
KRH54830,GLYMA_06G212100,KRH54830,Glycine_max_v2.0,6,21254818,21258770,-1,hypothetical protein,994
KRH35523,GLYMA_10G248200,KRH35523,Glycine_max_v2.0,10,47645678,47645854,1,hypothetical protein,58
KRH26181,GLYMA_12G157300,KRH26181,Glycine_max_v2.0,12,26033134,26033595,1,hypothetical protein,63
KRH07918,GLYMA_16G118300,KRH07918,Glycine_max_v2.0,16,26349946,26350947,1,hypothetical protein,106
KRH04776,GLYMA_17G186200,KRH04776,Glycine_max_v2.0,17,23591968,23592532,1,hypothetical protein,172
KRH71137,GLYMA_02G132000,KRH71137,Glycine_max_v2.0,2,13628146,13628343,-1,hypothetical protein,65
KRH48672,GLYMA_07G104300,KRH48672,Glycine_max_v2.0,7,10074752,10075315,1,hypothetical protein,105
KRG98520,GLYMA_18G078400,KRG98520,Glycine_max_v2.0,18,7519377,7520457,1,hypothetical protein,280
KRH53753,GLYMA_06G144000,KRH53753,Glycine_max_v2.0,6,11725929,11727032,1,hypothetical protein,112
KRH42886,GLYMA_08G1174001,KRH42886,Glycine_max_v2.0,8,9062282,9062379,1,hypothetical protein,31
KRH08751,GLYMA_16G172000,KRH08751,Glycine_max_v2.0,16,33264804,33264965,1,hypothetical protein,53
KRH46933,GLYMA_08G366000,KRH46933,Glycine_max_v2.0,8,47698484,47699543,1,hypothetical protein,66
KRH54917,GLYMA_06G218600,KRH54917,Glycine_max_v2.0,6,23648228,23649134,1,hypothetical protein,79
KRH61446,GLYMA_04G047600,KRH61446,Glycine_max_v2.0,4,3838607,3838774,1,hypothetical protein,55
KRH15222,GLYMA_14G075600,KRH15222,Glycine_max_v2.0,14,6337368,6338932,1,hypothetical protein,79
KRG88981,GLYMA_U017500,KRG88981,,NA,NA,NA,NA,hypothetical protein,69
KRH04910,GLYMA_17G195400,KRH04910,Glycine_max_v2.0,17,30178361,30179034,-1,hypothetical protein,48
KRH21818,GLYMA_13G260700,KRH21818,Glycine_max_v2.0,13,36469909,36472863,-1,hypothetical protein,77
KRH77943,GLYMA_01G243400,KRH77943,Glycine_max_v2.0,1,56632565,56634317,1,hypothetical protein,211
KRH35708,GLYMA_10G260100,KRH35708,Glycine_max_v2.0,10,48573666,48575570,-1,hypothetical protein,634
KRH17728,GLYMA_13G010400,KRH17728,Glycine_max_v2.0,13,2839803,2839952,1,hypothetical protein,49
KRH02151,GLYMA_17G019700,KRH02151,Glycine_max_v2.0,17,1474383,1475160,1,hypothetical protein,112
KRH72114,GLYMA_02G192200,KRH72114,Glycine_max_v2.0,2,36328821,36337010,1,hypothetical protein,388
KRH11073,GLYMA_15G087000,KRH11073,Glycine_max_v2.0,15,6667688,6667921,1,hypothetical protein,77
KRH48588,GLYMA_07G099300,KRH48588,Glycine_max_v2.0,7,9384102,9385521,1,hypothetical protein,58
KRH14564,GLYMA_14G033800,KRH14564,Glycine_max_v2.0,14,2474352,2475051,1,hypothetical protein,73
KRG90548,GLYMA_20G098200,KRG90548,Glycine_max_v2.0,20,34139298,34140519,1,hypothetical protein,320
KRH66505,GLYMA_03G110700,KRH66505,Glycine_max_v2.0,3,31477831,31485667,-1,hypothetical protein,366
KRH55100,GLYMA_06G230500,KRH55100,Glycine_max_v2.0,6,35982958,35984694,-1,hypothetical protein,67
KRG98030,GLYMA_18G045800,KRG98030,Glycine_max_v2.0,18,3960056,3964823,-1,hypothetical protein,528
KRH37942,GLYMA_09G100000,KRH37942,Glycine_max_v2.0,9,18160057,18161962,1,hypothetical protein,116
KRH71485,GLYMA_02G150400,KRH71485,Glycine_max_v2.0,2,15481050,15485439,1,hypothetical protein,834
KRH24693,GLYMA_12G056600,KRH24693,Glycine_max_v2.0,12,4115695,4116494,-1,hypothetical protein,70
KRH13438,GLYMA_15G239000,KRH13438,Glycine_max_v2.0,15,44973171,44973371,1,hypothetical protein,66
KRH16505,GLYMA_14G159500,KRH16505,Glycine_max_v2.0,14,35807093,35807861,1,hypothetical protein,121
KRG94267,GLYMA_19G071900,KRG94267,Glycine_max_v2.0,19,24674949,24675461,1,hypothetical protein,97
KRH15705,GLYMA_14G105600,KRH15705,Glycine_max_v2.0,14,10880469,10881022,-1,hypothetical protein,136
KRH72552,GLYMA_02G219500,KRH72552,Glycine_max_v2.0,2,40746990,40747379,-1,hypothetical protein,72
KRH19947,GLYMA_13G145300,KRH19947,Glycine_max_v2.0,13,25825899,25826900,1,hypothetical protein,73
KRG93425,GLYMA_19G015400,KRG93425,Glycine_max_v2.0,19,1519655,1522057,-1,hypothetical protein,64
KRH54168,GLYMA_06G168900,KRH54168,Glycine_max_v2.0,6,14112595,14114303,1,hypothetical protein,154
KRG92001,GLYMA_20G184700,KRG92001,Glycine_max_v2.0,20,42282932,42283760,-1,hypothetical protein,70
KRH37011,GLYMA_09G038400,KRH37011,Glycine_max_v2.0,9,3216685,3216855,1,hypothetical protein,56
KRH25777,GLYMA_12G128400,KRH25777,Glycine_max_v2.0,12,14192482,14193093,-1,hypothetical protein,203
KRH52155,GLYMA_06G049800,KRH52155,Glycine_max_v2.0,6,3747245,3747764,1,hypothetical protein,73
KRH54206,GLYMA_06G171600,KRH54206,Glycine_max_v2.0,6,14362669,14363735,1,hypothetical protein,65
KRH58058,GLYMA_05G103700,KRH58058,Glycine_max_v2.0,5,27632520,27637991,1,hypothetical protein,107
KRG94164,GLYMA_19G066400,KRG94164,Glycine_max_v2.0,19,17991804,17992124,1,hypothetical protein,49
KRH70659,GLYMA_02G103100,KRH70659,Glycine_max_v2.0,2,9784634,9786935,-1,hypothetical protein,273
KRH30215,GLYMA_11G168100,KRH30215,Glycine_max_v2.0,11,16982233,16982538,-1,hypothetical protein,101
KRH35102,GLYMA_10G222000,KRH35102,Glycine_max_v2.0,10,45346326,45349473,-1,hypothetical protein,95
KRH02427,GLYMA_17G038200,KRH02427,Glycine_max_v2.0,17,2820877,2821823,1,hypothetical protein,58
KRG91017,GLYMA_20G128200,KRG91017,Glycine_max_v2.0,20,36986406,36986685,-1,hypothetical protein,80
KRH09807,GLYMA_15G012600,KRH09807,Glycine_max_v2.0,15,999019,999716,-1,hypothetical protein,56
KRH07305,GLYMA_16G080500,KRH07305,Glycine_max_v2.0,16,8567367,8568111,-1,hypothetical protein,66
KRH38166,GLYMA_09G115700,KRH38166,Glycine_max_v2.0,9,25198454,25199212,-1,hypothetical protein,85
KRH50188,GLYMA_07G206600,KRH50188,Glycine_max_v2.0,7,37590035,37590425,1,hypothetical protein,109
KRH57041,GLYMA_05G035600,KRH57041,Glycine_max_v2.0,5,3129627,3132703,1,hypothetical protein,77
KRH23327,GLYMA_13G350900,KRH23327,Glycine_max_v2.0,13,44029108,44029302,1,hypothetical protein,64
KRH74414,GLYMA_01G018100,KRH74414,Glycine_max_v2.0,1,1745243,1746141,1,hypothetical protein,215
KRH76425,GLYMA_01G151900,KRH76425,Glycine_max_v2.0,1,48865039,48865236,1,hypothetical protein,65
KRH04513,GLYMA_17G166500,KRH04513,Glycine_max_v2.0,17,15209217,15211013,-1,hypothetical protein,484
KRG96556,GLYMA_19G218400,KRG96556,Glycine_max_v2.0,19,47104346,47105549,1,hypothetical protein,223
KRH74631,GLYMA_01G032800,KRH74631,Glycine_max_v2.0,1,3440071,3441480,1,hypothetical protein,105
KRH33243,GLYMA_10G109400,KRH33243,Glycine_max_v2.0,10,25359282,25363773,-1,hypothetical protein,164
KRH07649,GLYMA_16G101300,KRH07649,Glycine_max_v2.0,16,20196579,20197297,1,hypothetical protein,122
KRH23328,GLYMA_13G351000,KRH23328,Glycine_max_v2.0,13,44032756,44032905,-1,hypothetical protein,49
KRH65784,GLYMA_03G061100,KRH65784,Glycine_max_v2.0,3,9083998,9088244,1,hypothetical protein,297
KRH50343,GLYMA_07G215800,KRH50343,Glycine_max_v2.0,7,38812278,38815942,1,hypothetical protein,83
KRH33279,GLYMA_10G112100,KRH33279,Glycine_max_v2.0,10,26818956,26822712,1,hypothetical protein,127
KRH74014,GLYMA_02G306100,KRH74014,Glycine_max_v2.0,2,48070841,48076664,1,hypothetical protein,80
KRH32487,GLYMA_10G0538001,KRH32487,Glycine_max_v2.0,10,4880121,4880178,-1,hypothetical protein,19
KRH59065,GLYMA_05G164000,KRH59065,Glycine_max_v2.0,5,35502482,35505539,-1,hypothetical protein,65
KRH61093,GLYMA_04G027900,KRH61093,Glycine_max_v2.0,4,2289585,2289746,1,hypothetical protein,53
KRH70927,GLYMA_02G118800,KRH70927,Glycine_max_v2.0,2,11707087,11714510,-1,hypothetical protein,606
KRG92100,GLYMA_20G191100,KRG92100,Glycine_max_v2.0,20,42986327,42987339,1,hypothetical protein,105
KRH26028,GLYMA_12G146800,KRH26028,Glycine_max_v2.0,12,20332721,20333008,1,hypothetical protein,95
KRH72863,GLYMA_02G238000,KRH72863,Glycine_max_v2.0,2,42627584,42631716,1,hypothetical protein,113
KRH42741,GLYMA_08G108100,KRH42741,Glycine_max_v2.0,8,8314716,8314877,1,hypothetical protein,53
KRH61094,GLYMA_04G028000,KRH61094,Glycine_max_v2.0,4,2292718,2294550,-1,hypothetical protein,355
KRH12047,GLYMA_15G147500,KRH12047,Glycine_max_v2.0,15,12156904,12158154,1,hypothetical protein,91
KRH33044,GLYMA_10G095000,KRH33044,Glycine_max_v2.0,10,13725252,13725870,-1,hypothetical protein,126
KRH07783,GLYMA_16G110500,KRH07783,Glycine_max_v2.0,16,24367110,24367388,-1,hypothetical protein,92
KRH17140,GLYMA_14G201400,KRH17140,Glycine_max_v2.0,14,46683040,46684357,1,hypothetical protein,66
KRG97387,GLYMA_18G0047001,KRG97387,Glycine_max_v2.0,18,380803,381284,1,hypothetical protein,69
KRG96749,GLYMA_19G230300,KRG96749,Glycine_max_v2.0,19,48114095,48115149,-1,hypothetical protein,207
KRH25075,GLYMA_12G078700,KRH25075,Glycine_max_v2.0,12,6134898,6140507,-1,hypothetical protein,135
KRH61994,GLYMA_04G079000,KRH61994,Glycine_max_v2.0,4,6617207,6618233,-1,hypothetical protein,107
KRH06687,GLYMA_16G039700,KRH06687,Glycine_max_v2.0,16,3722874,3726860,1,hypothetical protein,830
KRH36450,GLYMA_09G003000,KRH36450,Glycine_max_v2.0,9,253767,255207,1,hypothetical protein,270
KRH18118,GLYMA_13G039100,KRH18118,Glycine_max_v2.0,13,12190557,12190871,1,hypothetical protein,83
KRH48315,GLYMA_07G082300,KRH48315,Glycine_max_v2.0,7,7551604,7551828,-1,hypothetical protein,74
KRH62211,GLYMA_04G093700,KRH62211,Glycine_max_v2.0,4,8312181,8312580,1,hypothetical protein,116
KRH10965,GLYMA_15G079400,KRH10965,Glycine_max_v2.0,15,6103699,6103986,-1,hypothetical protein,95
KRG89541,GLYMA_20G030200,KRG89541,Glycine_max_v2.0,20,3657831,3658004,1,hypothetical protein,57
KRH06727,GLYMA_16G042400,KRH06727,Glycine_max_v2.0,16,3948915,3950740,-1,hypothetical protein,80
KRH44869,GLYMA_08G236400,KRH44869,Glycine_max_v2.0,8,20008757,20029069,-1,hypothetical protein,420
KRG95636,GLYMA_19G162200,KRG95636,Glycine_max_v2.0,19,42295721,42295927,1,hypothetical protein,68
KRH35504,GLYMA_10G246900,KRH35504,Glycine_max_v2.0,10,47515838,47516078,1,hypothetical protein,69
KRH13971,GLYMA_15G275800,KRH13971,Glycine_max_v2.0,15,51473359,51476124,1,hypothetical protein,33
KRH47592,GLYMA_07G037800,KRH47592,Glycine_max_v2.0,7,3115039,3119377,1,hypothetical protein,381
KRH30609,GLYMA_11G195700,KRH30609,Glycine_max_v2.0,11,26909946,26910763,1,hypothetical protein,89
KRH67924,GLYMA_03G196000,KRH67924,Glycine_max_v2.0,3,40584006,40587679,-1,hypothetical protein,477
KRH06030,GLYMA_16G000600,KRH06030,Glycine_max_v2.0,16,46066,46251,-1,hypothetical protein,61
KRH18276,GLYMA_13G048300,KRH18276,Glycine_max_v2.0,13,14435757,14442330,1,hypothetical protein,69
KRH00597,GLYMA_18G222600,KRH00597,Glycine_max_v2.0,18,50944102,50944488,-1,hypothetical protein,92
KRH62540,GLYMA_04G114500,KRH62540,Glycine_max_v2.0,4,12996929,12998313,1,hypothetical protein,78
KRH59414,GLYMA_05G182400,KRH59414,Glycine_max_v2.0,5,37019704,37020102,-1,hypothetical protein,78
KRH73175,GLYMA_02G256400,KRH73175,Glycine_max_v2.0,2,44295974,44296598,-1,hypothetical protein,99
KRH14397,GLYMA_14G023400,KRH14397,Glycine_max_v2.0,14,1661351,1661983,-1,hypothetical protein,210
KRH69129,GLYMA_02G006100,KRH69129,Glycine_max_v2.0,2,662133,662807,1,hypothetical protein,130
KRG97862,GLYMA_18G035400,KRG97862,Glycine_max_v2.0,18,2758526,2759225,1,hypothetical protein,78
KRH13287,GLYMA_15G228500,KRH13287,Glycine_max_v2.0,15,42595718,42596546,1,hypothetical protein,96
KRH77927,GLYMA_01G242200,KRH77927,Glycine_max_v2.0,1,56576926,56578111,1,hypothetical protein,106
KRH53840,GLYMA_06G149300,KRH53840,Glycine_max_v2.0,6,12201641,12202714,1,hypothetical protein,87
KRH43917,GLYMA_08G180200,KRH43917,Glycine_max_v2.0,8,14431156,14432897,-1,hypothetical protein,67
KRH62682,GLYMA_04G123700,KRH62682,Glycine_max_v2.0,4,16002630,16006606,-1,hypothetical protein,714
KRH11461,GLYMA_15G109400,KRH11461,Glycine_max_v2.0,15,8589477,8591413,1,hypothetical protein,49
KRH16367,GLYMA_14G151700,KRH16367,Glycine_max_v2.0,14,32889941,32892502,1,hypothetical protein,117
KRH39703,GLYMA_09G215200,KRH39703,Glycine_max_v2.0,9,43872019,43882157,1,hypothetical protein,695
KRH73303,GLYMA_02G265600,KRH73303,Glycine_max_v2.0,2,45049290,45049819,-1,hypothetical protein,93
KRH19768,GLYMA_13G134800,KRH19768,Glycine_max_v2.0,13,24726505,24730165,1,hypothetical protein,165
KRH55746,GLYMA_06G277600,KRH55746,Glycine_max_v2.0,6,46945691,46951153,-1,hypothetical protein,335
KRH62597,GLYMA_04G118200,KRH62597,Glycine_max_v2.0,4,13911268,13914047,1,hypothetical protein,104
KRH59982,GLYMA_05G212400,KRH59982,Glycine_max_v2.0,5,39379427,39379612,-1,hypothetical protein,61
KRG98921,GLYMA_18G107200,KRG98921,Glycine_max_v2.0,18,12059922,12060860,-1,hypothetical protein,312
KRH30090,GLYMA_11G157600,KRH30090,Glycine_max_v2.0,11,14084295,14086168,1,hypothetical protein,58
KRH38844,GLYMA_09G161800,KRH38844,Glycine_max_v2.0,9,38600426,38601604,-1,hypothetical protein,80
KRG90853,GLYMA_20G117700,KRG90853,Glycine_max_v2.0,20,36025152,36026952,1,hypothetical protein,66
KRH20747,GLYMA_13G197900,KRH20747,Glycine_max_v2.0,13,31186357,31186602,1,hypothetical protein,81
KRH07088,GLYMA_16G067400,KRH07088,Glycine_max_v2.0,16,6671521,6672297,1,hypothetical protein,77
KRH32844,GLYMA_10G080800,KRH32844,Glycine_max_v2.0,10,9531619,9532470,-1,hypothetical protein,283
KRH39854,GLYMA_09G224400,KRH39854,Glycine_max_v2.0,9,44920786,44921424,1,hypothetical protein,69
KRG90896,GLYMA_20G120400,KRG90896,Glycine_max_v2.0,20,36311657,36312305,-1,hypothetical protein,82
KRH43365,GLYMA_08G144900,KRH43365,Glycine_max_v2.0,8,11022078,11023012,-1,hypothetical protein,77
KRH01636,GLYMA_18G289400,KRH01636,Glycine_max_v2.0,18,56892973,56893588,1,hypothetical protein,92
KRH26352,GLYMA_12G169000,KRH26352,Glycine_max_v2.0,12,32406566,32410149,-1,hypothetical protein,71
KRG99821,GLYMA_18G172900,KRG99821,Glycine_max_v2.0,18,40952444,40956977,1,hypothetical protein,118
KRH13758,GLYMA_15G2621002,KRH13758,Glycine_max_v2.0,15,49447943,49448452,1,hypothetical protein,65
KRH57659,GLYMA_05G076200,KRH57659,Glycine_max_v2.0,5,9716149,9716571,-1,hypothetical protein,140
KRH44200,GLYMA_08G196000,KRH44200,Glycine_max_v2.0,8,15788974,15790686,1,hypothetical protein,36
KRG91002,GLYMA_20G127000,KRG91002,Glycine_max_v2.0,20,36913476,36914075,-1,hypothetical protein,116
KRH08267,GLYMA_16G139200,KRH08267,Glycine_max_v2.0,16,29635782,29637892,1,hypothetical protein,398
KRG89240,GLYMA_20G010500,KRG89240,Glycine_max_v2.0,20,894695,895383,-1,hypothetical protein,161
KRH41315,GLYMA_08G023000,KRH41315,Glycine_max_v2.0,8,1839828,1844370,1,hypothetical protein,571
KRH66740,GLYMA_03G125300,KRH66740,Glycine_max_v2.0,3,33890604,33893215,1,hypothetical protein,47
KRH57026,GLYMA_05G034400,KRH57026,Glycine_max_v2.0,5,3002113,3002694,1,hypothetical protein,67
KRG98108,GLYMA_18G051000,KRG98108,Glycine_max_v2.0,18,4411631,4412220,1,hypothetical protein,66
KRH38900,GLYMA_09G165500,KRH38900,Glycine_max_v2.0,9,38944116,38944846,1,hypothetical protein,68
KRH24969,GLYMA_12G073800,KRH24969,Glycine_max_v2.0,12,5507147,5508540,1,hypothetical protein,78
KRH52274,GLYMA_06G057800,KRH52274,Glycine_max_v2.0,6,4348904,4349101,1,hypothetical protein,65
KRG94302,GLYMA_19G074400,KRG94302,Glycine_max_v2.0,19,27052546,27054080,-1,hypothetical protein,49
KRG97415,GLYMA_18G006500,KRG97415,Glycine_max_v2.0,18,474818,475810,1,hypothetical protein,79
KRH33264,GLYMA_10G110800,KRH33264,Glycine_max_v2.0,10,25960123,25968827,1,hypothetical protein,113
KRH73995,GLYMA_02G304800,KRH73995,Glycine_max_v2.0,2,47980215,47980782,1,hypothetical protein,52
KRH70790,GLYMA_02G111100,KRH70790,Glycine_max_v2.0,2,10711848,10714045,-1,hypothetical protein,70
KRH28063,GLYMA_11G0320002,KRH28063,Glycine_max_v2.0,11,2336084,2336991,-1,hypothetical protein,62
KRH22122,GLYMA_13G278900,KRH22122,Glycine_max_v2.0,13,37997996,38001564,1,hypothetical protein,135
KRH18839,GLYMA_13G085200,KRH18839,Glycine_max_v2.0,13,19667765,19669546,1,hypothetical protein,76
KRH36008,GLYMA_10G278300,KRH36008,Glycine_max_v2.0,10,50022966,50023997,1,hypothetical protein,58
KRH08424,GLYMA_16G148400,KRH08424,Glycine_max_v2.0,16,30901868,30903453,1,hypothetical protein,52
KRH38275,GLYMA_09G123700,KRH38275,Glycine_max_v2.0,9,29997162,29997783,1,hypothetical protein,68
KRH15966,GLYMA_14G122800,KRH15966,Glycine_max_v2.0,14,18032019,18032267,1,hypothetical protein,82
KRG93644,GLYMA_19G029900,KRG93644,Glycine_max_v2.0,19,3729213,3729434,1,hypothetical protein,73
KRH05690,GLYMA_17G242600,KRH05690,Glycine_max_v2.0,17,39845603,39846140,-1,hypothetical protein,60
KRH03427,GLYMA_17G097200,KRH03427,Glycine_max_v2.0,17,7660368,7666362,1,hypothetical protein,298
KRG88444,GLYMA_U041100,KRG88444,,NA,NA,NA,NA,hypothetical protein,56
KRH32286,GLYMA_10G042700,KRH32286,Glycine_max_v2.0,10,3824581,3825381,1,hypothetical protein,235
KRH36474,GLYMA_09G004600,KRH36474,Glycine_max_v2.0,9,377568,378272,1,hypothetical protein,234
KRH70499,GLYMA_02G094000,KRH70499,Glycine_max_v2.0,2,8406887,8410172,-1,hypothetical protein,304
KRH58333,GLYMA_05G120900,KRH58333,Glycine_max_v2.0,5,31380909,31381843,1,hypothetical protein,122
KRH65851,GLYMA_03G066400,KRH65851,Glycine_max_v2.0,3,12874556,12874885,1,hypothetical protein,109
KRH16919,GLYMA_14G185900,KRH16919,Glycine_max_v2.0,14,45006581,45007152,-1,hypothetical protein,133
KRH71785,GLYMA_02G168600,KRH71785,Glycine_max_v2.0,2,26004430,26004738,-1,hypothetical protein,102
KRH74749,GLYMA_01G040800,KRH74749,Glycine_max_v2.0,1,4395069,4395257,1,hypothetical protein,62
KRH24179,GLYMA_12G026500,KRH24179,Glycine_max_v2.0,12,1907605,1907954,1,hypothetical protein,92
KRH66794,GLYMA_03G129000,KRH66794,Glycine_max_v2.0,3,34382514,34382816,1,hypothetical protein,70
KRH75715,GLYMA_01G103400,KRH75715,Glycine_max_v2.0,1,34476862,34477409,1,hypothetical protein,69
KRH48262,GLYMA_07G078400,KRH48262,Glycine_max_v2.0,7,7152903,7153630,1,hypothetical protein,66
KRH69844,GLYMA_02G052200,KRH69844,Glycine_max_v2.0,2,4794974,4796420,-1,hypothetical protein,117
KRH51540,GLYMA_06G013200,KRH51540,Glycine_max_v2.0,6,984674,988203,-1,hypothetical protein,422
KRH48302,GLYMA_07G081100,KRH48302,Glycine_max_v2.0,7,7424545,7425990,-1,hypothetical protein,65
KRH68071,GLYMA_03G206300,KRH68071,Glycine_max_v2.0,3,41390891,41391506,1,hypothetical protein,122
KRH44854,GLYMA_08G235200,KRH44854,Glycine_max_v2.0,8,19757881,19758879,-1,hypothetical protein,198
KRG94721,GLYMA_19G104400,KRG94721,Glycine_max_v2.0,19,35387084,35388269,-1,hypothetical protein,121
KRH52368,GLYMA_06G064200,KRH52368,Glycine_max_v2.0,6,4887324,4887928,1,hypothetical protein,55
KRG76516,GLYMA_U005800,KRG76516,,NA,NA,NA,NA,hypothetical protein,85
KRG94549,GLYMA_19G092800,KRG94549,Glycine_max_v2.0,19,32972013,32972805,-1,hypothetical protein,68
KRH17224,GLYMA_14G206700,KRH17224,Glycine_max_v2.0,14,47204975,47207366,-1,hypothetical protein,72
KRH75794,GLYMA_01G109900,KRH75794,Glycine_max_v2.0,1,37356144,37358526,-1,hypothetical protein,77
KRH46105,GLYMA_08G312500,KRH46105,Glycine_max_v2.0,8,43220984,43222286,1,hypothetical protein,86
KRH69190,GLYMA_02G010400,KRH69190,Glycine_max_v2.0,2,994690,994887,1,hypothetical protein,65
KRH36519,GLYMA_09G008300,KRH36519,Glycine_max_v2.0,9,643958,644224,1,hypothetical protein,88
KRH00530,GLYMA_18G218700,KRH00530,Glycine_max_v2.0,18,50553919,50555110,-1,hypothetical protein,221
KRH53708,GLYMA_06G141500,KRH53708,Glycine_max_v2.0,6,11534727,11537368,-1,hypothetical protein,171
KRH22572,GLYMA_13G309000,KRH22572,Glycine_max_v2.0,13,40467643,40467801,-1,hypothetical protein,52
KRH27857,GLYMA_11G018800,KRH27857,Glycine_max_v2.0,11,1318442,1322553,-1,hypothetical protein,864
KRH77948,GLYMA_01G243800,KRH77948,Glycine_max_v2.0,1,56643540,56644355,1,hypothetical protein,80
KRH67192,GLYMA_03G152900,KRH67192,Glycine_max_v2.0,3,36789780,36789971,-1,hypothetical protein,63
KRH22389,GLYMA_13G297400,KRH22389,Glycine_max_v2.0,13,39623739,39624856,1,hypothetical protein,64
KRH06818,GLYMA_16G047700,KRH06818,Glycine_max_v2.0,16,4533525,4534140,1,hypothetical protein,185
KRH43940,GLYMA_08G181800,KRH43940,Glycine_max_v2.0,8,14587848,14591995,-1,hypothetical protein,69
KRH51677,GLYMA_06G022400,KRH51677,Glycine_max_v2.0,6,1666101,1666418,1,hypothetical protein,67
KRH59398,GLYMA_05G181200,KRH59398,Glycine_max_v2.0,5,36919913,36920525,1,hypothetical protein,129
KRH04131,GLYMA_17G141900,KRH04131,Glycine_max_v2.0,17,11538857,11539276,1,hypothetical protein,139
KRH05055,GLYMA_17G204500,KRH05055,Glycine_max_v2.0,17,33221147,33222044,1,hypothetical protein,102
KRH52530,GLYMA_06G073400,KRH52530,Glycine_max_v2.0,6,5655770,5657742,-1,hypothetical protein,149
KRH43013,GLYMA_08G125300,KRH43013,Glycine_max_v2.0,8,9617156,9619074,1,hypothetical protein,63
KRH76808,GLYMA_01G175700,KRH76808,Glycine_max_v2.0,1,51244217,51248017,1,hypothetical protein,98
KRG99548,GLYMA_18G153300,KRG99548,Glycine_max_v2.0,18,29647366,29664873,1,hypothetical protein,783
KRH64560,GLYMA_04G241600,KRH64560,Glycine_max_v2.0,4,50961858,50962545,-1,hypothetical protein,53
KRG89733,GLYMA_20G044700,KRG89733,Glycine_max_v2.0,20,8189572,8191128,1,hypothetical protein,79
KRH06946,GLYMA_16G056900,KRH06946,Glycine_max_v2.0,16,5567105,5572944,1,hypothetical protein,329
KRG98941,GLYMA_18G108800,KRG98941,Glycine_max_v2.0,18,12483802,12484167,1,hypothetical protein,121
KRH62662,GLYMA_04G122500,KRH62662,Glycine_max_v2.0,4,15714759,15715019,-1,hypothetical protein,53
KRH66043,GLYMA_03G079300,KRH66043,Glycine_max_v2.0,3,20054603,20055962,1,hypothetical protein,115
KRG98979,GLYMA_18G111500,KRG98979,Glycine_max_v2.0,18,13234487,13234795,1,hypothetical protein,102
KRG99642,GLYMA_18G159800,KRG99642,Glycine_max_v2.0,18,36392528,36395112,-1,hypothetical protein,47
KRH02154,GLYMA_17G020000,KRH02154,Glycine_max_v2.0,17,1491265,1495715,1,hypothetical protein,57
KRH66093,GLYMA_03G082000,KRH66093,Glycine_max_v2.0,3,22436080,22436292,-1,hypothetical protein,70
KRH12484,GLYMA_15G173900,KRH12484,Glycine_max_v2.0,15,16036783,16037148,1,hypothetical protein,121
KRH02997,GLYMA_17G071000,KRH02997,Glycine_max_v2.0,17,5561322,5561964,-1,hypothetical protein,113
KRH15350,GLYMA_14G082400,KRH15350,Glycine_max_v2.0,14,7146060,7148157,-1,hypothetical protein,109
KRH22916,GLYMA_13G327400,KRH22916,Glycine_max_v2.0,13,42212049,42212474,-1,hypothetical protein,141
KRH16274,GLYMA_14G145000,KRH16274,Glycine_max_v2.0,14,30176713,30192919,1,hypothetical protein,236
KRH11561,GLYMA_15G117400,KRH11561,Glycine_max_v2.0,15,9221901,9222720,-1,hypothetical protein,130
KRH14624,GLYMA_14G037900,KRH14624,Glycine_max_v2.0,14,2843035,2843369,1,hypothetical protein,64
KRH09597,GLYMA_15G000900,KRH09597,Glycine_max_v2.0,15,82666,108437,-1,hypothetical protein,2341
KRH05371,GLYMA_17G222900,KRH05371,Glycine_max_v2.0,17,37592932,37593111,-1,hypothetical protein,59
KRH52868,GLYMA_06G091800,KRH52868,Glycine_max_v2.0,6,7224059,7224572,1,hypothetical protein,80
KRH43345,GLYMA_08G143700,KRH43345,Glycine_max_v2.0,8,10962107,10962753,1,hypothetical protein,98
KRH01614,GLYMA_18G288200,KRH01614,Glycine_max_v2.0,18,56795210,56796076,-1,hypothetical protein,288
KRH47842,GLYMA_07G052200,KRH47842,Glycine_max_v2.0,7,4534755,4534982,-1,hypothetical protein,75
KRG98084,GLYMA_18G049900,KRG98084,Glycine_max_v2.0,18,4295789,4295953,1,hypothetical protein,54
KRH15675,GLYMA_14G103200,KRH15675,Glycine_max_v2.0,14,10360995,10361210,-1,hypothetical protein,71
KRG95126,GLYMA_19G132100,KRG95126,Glycine_max_v2.0,19,39271969,39274706,1,hypothetical protein,99
KRH26590,GLYMA_12G182500,KRH26590,Glycine_max_v2.0,12,34361981,34364097,-1,hypothetical protein,67
KRG98138,GLYMA_18G052600,KRG98138,Glycine_max_v2.0,18,4553940,4555023,-1,hypothetical protein,117
KRH34982,GLYMA_10G216800,KRH34982,Glycine_max_v2.0,10,44843286,44844169,1,hypothetical protein,77
KRG96376,GLYMA_19G206700,KRG96376,Glycine_max_v2.0,19,46215865,46216107,1,hypothetical protein,80
KRH70618,GLYMA_02G100600,KRH70618,Glycine_max_v2.0,2,9462376,9467868,-1,hypothetical protein,481
KRH60105,GLYMA_05G220400,KRH60105,Glycine_max_v2.0,5,40002163,40002774,1,hypothetical protein,71
KRH45405,GLYMA_08G269400,KRH45405,Glycine_max_v2.0,8,34725311,34725918,1,hypothetical protein,104
